id,categoria,consulta_usuario,respuesta_esperada,sentimiento,requiere_escalacion,contexto_rural
77,problemas_tecnicos,"¿Tienen Facebook o WhatsApp?","¡Sí! Estamos en Facebook como 'Caja Rural [Nombre]' donde publicamos noticias y promociones. También tenemos WhatsApp Business para consultas rápidas. Nuestro número es 999-XXX-XXX. Por redes sociales no hacemos operaciones financieras por seguridad, pero sí resolvemos dudas y damos información. ¿Prefieres comunicarte por WhatsApp?",neutral,no,bajo
78,problemas_tecnicos,"Los intereses me parecen muy altos","Entiendo tu preocupación sobre las tasas de interés. Te explico cómo se calculan: incluyen el costo del dinero, riesgo crediticio, gastos operativos y utilidad. En zonas rurales los costos son mayores por la distancia y riesgo. Sin embargo, nuestras tasas son competitivas para el sector. ¿Te gustaría que comparemos con otras opciones disponibles?",negativo,si,medio
79,problemas_tecnicos,"No quieren aceptar mi terreno como garantía","Entiendo tu frustración. Para aceptar terrenos como garantía necesitamos: título de propiedad inscrito en Registros Públicos, valorización actualizada, que esté libre de cargas, y ubicación accesible. Si tu terreno no cumple algún requisito, podemos ver otras alternativas como aval personal o garantías mixtas. ¿Cuál es el problema específico con tu terreno?",negativo,si,medio
80,problemas_tecnicos,"Quiero cambiar los beneficiarios de mi seguro","Por supuesto, puedes cambiar los beneficiarios cuando quieras. Solo necesitas venir con tu DNI y llenar un formulario simple. Puedes poner hasta 3 beneficiarios y especificar el porcentaje para cada uno. Los menores de edad necesitan un tutor legal. El cambio es gratuito y efectivo inmediatamente. ¿Ya tienes identificados a los nuevos beneficiarios?",neutral,no,bajo
81,problemas_tecnicos,"Siempre hay mucha cola para ser atendido","Lamento mucho la demora en la atención. Sabemos que tu tiempo es valioso. Estamos implementando mejoras: sistema de citas, atención preferencial para adultos mayores, y ampliación de horarios. También puedes hacer muchas operaciones por teléfono o internet. Voy a reportar esta situación para buscar soluciones inmediatas. ¿Qué días y horas vienes normalmente?",negativo,si,bajo
82,problemas_tecnicos,"Me discriminaron por mi apellido","Esta situación es completamente inaceptable. Todos nuestros clientes merecen respeto y trato digno sin importar su origen, apellido o condición. Voy a reportar inmediatamente este caso al área de recursos humanos para investigación y medidas correctivas. También queremos compensarte por esta terrible experiencia. ¿Puedes contarme exactamente qué pasó?",negativo,si,bajo
83,problemas_tecnicos,"No entiendo los términos bancarios","Tienes razón, a veces usamos palabras complicadas. Nuestro compromiso es explicarte todo en lenguaje simple y claro. Por ejemplo: 'TEA' significa cuánto pagas realmente por el préstamo al año, 'ITF' es un impuesto pequeño por usar el dinero, 'saldo disponible' es cuánto dinero puedes usar. ¿Hay algún término específico que quieres que te explique?",neutral,no,bajo
84,problemas_tecnicos,"Nadie me explica bien las cosas","Lamento mucho que no te hayamos explicado bien. Es nuestro deber que entiendas completamente todo lo relacionado con tus productos financieros. Voy a tomarme el tiempo necesario para explicarte paso a paso todo lo que necesites. También voy a reportar esta situación para mejorar la capacitación de nuestro personal. ¿Qué específicamente necesitas que te explique?",negativo,si,bajo
85,problemas_tecnicos,"Ya no confío en los bancos","Entiendo perfectamente tu desconfianza, muchas personas han tenido malas experiencias. Nosotros somos diferentes porque somos una institución local, conocemos tu realidad, y estamos regulados por la SBS como cualquier banco grande. Te invito a que nos conozcas poco a poco, empezando con servicios pequeños hasta que recuperes la confianza. ¿Qué te hizo perder la confianza?",negativo,si,medio
86,problemas_tecnicos,"¿Cuáles son las reglas principales del banco?","Las reglas principales son: siempre tratar con respeto a nuestros clientes, mantener confidencialidad de tu información, cumplir horarios establecidos, ser transparentes con costos y condiciones, y ayudarte a tomar las mejores decisiones financieras. También debemos cumplir normas de la SBS para tu protección. ¿Hay alguna política específica que te interese conocer?",neutral,no,bajo
87,problemas_tecnicos,"¿Pueden atenderme después de las 5 PM?","Nuestro horario regular es hasta las 5 PM, pero para casos especiales podemos hacer citas fuera de horario. También tenemos agentes corresponsales que atienden más tarde y servicios digitales 24 horas. Los sábados atendemos hasta la 1 PM. ¿Es muy urgente lo que necesitas o podemos programar una cita para mañana temprano?",neutral,no,bajo
88,problemas_tecnicos,"¿A cómo está el dólar hoy?","Hoy el tipo de cambio está: compra S/. 3.75 y venta S/. 3.78. Cambiamos moneda sin comisión para nuestros clientes con cuenta. También tenemos cuentas en dólares si manejas esa moneda frecuentemente. El tipo de cambio se actualiza varias veces al día. ¿Necesitas cambiar una cantidad específica?",neutral,no,bajo
89,problemas_tecnicos,"¿Atienden en la fiesta del pueblo?","Durante las festividades locales adaptamos nuestros horarios. Generalmente cerramos los días principales de fiesta patronal, pero mantenemos servicios de emergencia y cajeros funcionando. Publicamos los horarios especiales con anticipación en nuestras redes sociales y agencias. ¿La festividad es pronto? Te puedo confirmar el horario específico.",neutral,no,alto
90,problemas_tecnicos,"¿Atienden en feriados?","Los feriados nacionales no atendemos en agencias, pero sí funcionan nuestros cajeros automáticos las 24 horas. Para emergencias tenemos atención telefónica limitada. Los agentes corresponsales en tiendas pueden atender según su horario particular. Los fines de semana largos recomendamos hacer retiros el viernes anterior. ¿Necesitas hacer alguna operación urgente?",neutral,no,bajo
91,problemas_tecnicos,"Me pidieron explicar de dónde viene mi dinero","Es un procedimiento normal que exige la ley para prevenir el lavado de dinero. Necesitamos documentar el origen de depósitos grandes: puede ser con boletas de venta, declaraciones juradas, contratos de trabajo, o comprobantes de venta de bienes. Es para protegerte a ti y cumplir con regulaciones. ¿El dinero viene de tu negocio, trabajo o venta de algo?",neutral,no,bajo
92,informacion_general,"¿Cuáles son sus horarios de atención?","Nuestros horarios de atención son: Lunes a Viernes de 9:00 AM a 5:00 PM, y Sábados de 9:00 AM a 1:00 PM. También contamos con atención telefónica las 24 horas para emergencias. ¿Necesitas información sobre alguna agencia específica en tu localidad?",neutral,no,medio
93,informacion_general,"¿Cómo puedo consultar mi saldo?","Puedes consultar tu saldo de varias formas: llamando al *555# desde tu celular, visitando nuestra página web con tu DNI y clave, en cualquier cajero automático de la red, o acercándote a ventanilla con tu DNI. ¿Cuál de estas opciones te resulta más conveniente?",neutral,no,bajo
94,informacion_general,"¿Puedo pagar mis recibos de luz aquí?","¡Sí! Puedes pagar todos tus servicios: luz, agua, teléfono, cable, internet y más. Lo puedes hacer en ventanilla, por nuestra página web, app móvil o agentes corresponsales. No cobramos comisión por pagos de servicios básicos. También puedes programar pagos automáticos para que se descuenten de tu cuenta. ¿Qué servicio necesitas pagar?",neutral,no,bajo
95,informacion_general,"¿Cómo hago para enviar dinero a mi familia en Lima?","Puedes enviar dinero a Lima de varias formas: transferencias por internet (gratis a cuentas del mismo banco), por ventanilla (S/. 3 de comisión), o por nuestra app móvil (gratis). Solo necesitas el número de cuenta o DNI del destinatario. El dinero llega en minutos. ¿Tienes el número de cuenta de tu familiar o prefieres enviar solo con DNI?",neutral,no,medio
96,informacion_general,"No entiendo mucho de bancos, ¿me pueden explicar?","¡Por supuesto! Me encanta poder ayudarte a entender mejor el sistema bancario. Los bancos guardamos tu dinero de forma segura, te damos intereses por ahorrar, y te prestamos cuando necesitas. Es como una alcancía que te paga por usarla. También te damos servicios como transferencias y pagos. ¿Hay algo específico que te gustaría aprender primero?",positivo,no,medio
97,informacion_general,"¿Dan charlas sobre cómo manejar dinero?","¡Sí! Tenemos el programa 'Finanzas para Todos' con charlas gratuitas sobre: cómo ahorrar, planificar gastos, usar créditos responsablemente, y emprender negocios. Las charlas son cada sábado a las 10 AM en la agencia. También visitamos comunidades y organizaciones. Es parte de nuestro compromiso con la educación financiera rural. ¿Te interesa algún tema específico?",positivo,no,medio
98,informacion_general,"Mi hijo se fue a Lima, ¿cómo le envío dinero?","Es muy común que los jóvenes vayan a Lima por estudios o trabajo. Puedes enviarle dinero por transferencia bancaria (gratis a cuentas del mismo banco), giros a través de agentes corresponsales, o usando nuestra app móvil. El dinero llega en minutos. También podemos abrirle una cuenta en Lima desde aquí. ¿Tu hijo tiene cuenta bancaria allá?",neutral,no,medio
99,informacion_general,"Necesito que me descuenten pensión alimenticia automáticamente","Claro, podemos configurar el descuento automático de pensión alimenticia desde tu cuenta. Necesitamos la resolución judicial que establece el monto y la cuenta del beneficiario. El descuento se hace automáticamente cada vez que recibas tu sueldo. No tiene costo adicional. ¿Ya tienes la resolución del juzgado?",neutral,no,bajo
100,informacion_general,"¿Cómo calculan si puedo pagar un préstamo?","Te explico nuestro proceso: evaluamos tus ingresos mensuales (trabajo, negocio, pensión), restamos tus gastos básicos familiares, y calculamos que máximo el 30% de lo que te sobra vaya al préstamo. También vemos tu historial crediticio y capacidad del negocio si es para eso. Somos flexibles con ingresos informales. ¿Tienes algún comprobante de ingresos?",neutral,no,medio
101,informacion_general,"Me mudé de casa, ¿cómo cambio mi dirección?","Es importante mantener tus datos actualizados. Para cambiar dirección necesitas: DNI vigente y un recibo de servicios (agua, luz o teléfono) de tu nueva dirección no mayor a 3 meses. El trámite es gratuito y toma 5 minutos. También actualizaremos tu información para el envío de estados de cuenta. ¿Tienes los documentos contigo?",neutral,no,bajo
102,informacion_general,"¿Cuándo me puedo jubilar?","La jubilación depende de si estás en el Sistema Nacional (ONP) o en una AFP. En ONP necesitas 65 años y 20 años de aportes. En AFP puedes jubilarte a los 65 años o antes si tu fondo lo permite. También existe jubilación anticipada en algunos casos. Te recomiendo consultar directamente en ONP o tu AFP para conocer tu situación específica. ¿En qué sistema estás?",neutral,no,bajo
103,informacion_general,"Participo en ferias los fines de semana","¡Qué bueno! Para feriantes tenemos productos especiales: POS móvil para recibir tarjetas en ferias, cuenta con comisiones bajas por movimientos frecuentes, y créditos para stock de mercadería. También financiamos stands y equipos de venta. Los fines de semana son los mejores días para ventas. ¿Qué productos vendes en las ferias?",positivo,no,medio
104,informacion_general,"¿Trabajan con ONG o municipios?","¡Sí! Trabajamos activamente con ONGs, municipios y programas gubernamentales para desarrollo rural. Canalizamos créditos de Agrobanco, FONCODES y otros programas estatales. También ejecutamos proyectos de inclusión financiera con cooperación internacional. Muchas veces estos programas tienen tasas más bajas. ¿Estás involucrado con alguna organización específica?",positivo,no,alto
105,informacion_general,"¿Tienen referencias de otros clientes como yo?","¡Claro! Tenemos miles de clientes satisfechos en tu zona. Por temas de privacidad no puedo darte nombres, pero sí puedo contarte que trabajamos con agricultores, comerciantes, ganaderos y artesanos de toda la región. También tenemos testimonios en nuestra página web y videos de casos de éxito. ¿Te gustaría conocer casos similares al tuyo?",neutral,no,medio
106,informacion_general,"¿Canalizan programas del gobierno?","¡Sí! Somos canalizadores oficiales de varios programas: Agrobanco para créditos agrícolas, FONCODES para emprendimientos rurales, Reactiva Perú para empresas, y programas de vivienda del Fondo MiVivienda. Las tasas son más bajas porque tienen subsidio estatal. ¿Conoces algún programa específico que te interese?",positivo,no,alto
107,informacion_general,"¿Tienen discapacidad, ¿hay facilidades especiales?","¡Por supuesto! Tenemos servicios inclusivos para personas con discapacidad: atención prioritaria en agencias, formatos accesibles, intérprete de señas cuando se necesite, y productos financieros con condiciones preferenciales. También capacitamos a nuestro personal en atención inclusiva. ¿Qué tipo de servicios necesitas y cómo podemos ayudarte mejor?",positivo,no,bajo
108,informacion_general,"Solo hablo quechua, ¿me pueden atender?","¡Por supuesto! Tenemos personal que habla quechua en varias agencias y respetamos mucho nuestra cultura. Si en esta agencia no hay alguien disponible, te conseguimos un traductor o te derivamos a la agencia más cercana con personal bilingüe. Todos nuestros servicios están disponibles en quechua. ¿De qué comunidad eres?",positivo,no,alto
109,informacion_general,"Somos una comunidad nativa, ¿nos atienden?","¡Por supuesto! Respetamos y valoramos mucho a las comunidades nativas. Tenemos programas especiales que respetan sus formas tradicionales de organización y garantías comunales. Trabajamos con títulos comunales y aceptamos garantías solidarias. También hay tasas preferenciales para proyectos de desarrollo comunal. ¿Qué tipo de proyecto comunitario tienen?",positivo,no,alto
110,informacion_general,"Quiero instalar electricidad en mi comunidad","¡Proyecto muy importante! La electricidad cambia la vida de las comunidades. Financiamos paneles solares comunitarios, generadores, cableado, postes, y tramitación ante el MEM. También trabajamos con programas gubernamentales de electrificación rural. Los montos van hasta S/. 100,000 para proyectos comunitarios. ¿Cuántas familias se beneficiarían?",positivo,no,alto
111,informacion_general,"Vendo materiales de construcción","¡Excelente! Los materiales de construcción siempre tienen demanda. Financiamos stock de cemento, fierro, ladrillos, herramientas, vehículo para delivery, y ampliación del almacén. También te conectamos con constructoras y maestros de obra. Los montos van hasta S/. 50,000. ¿Qué materiales vendes principalmente?",positivo,no,medio
112,informacion_general,"Quiero equipar mi taller mecánico","¡Excelente! Con tantos vehículos en la zona, un taller bien equipado es muy necesario. Financiamos herramientas especializadas, elevadores, compresoras, equipos de diagnóstico, y ampliación del taller. Los montos van hasta S/. 60,000. También te conectamos con distribuidores de repuestos. ¿Te especializas en algún tipo de vehículos?",positivo,no,medio
113,informacion_general,"Quiero equipar mejor mi salón de belleza","¡Perfecto! Los salones de belleza tienen clientela fija. Financiamos equipos profesionales: secadores de pie, lavacabezas, sillas hidráulicas, equipos de manicure, productos de belleza, y remodelación del local. Los montos van hasta S/. 30,000. También te ayudamos con cursos de especialización. ¿Qué servicios ofreces actualmente?",positivo,no,medio
114,informacion_general,"Quiero hacer cerveza artesanal","¡Interesante proyecto! La cerveza artesanal está de moda. Financiamos equipos de fermentación, embotellado, etiquetado, ingredientes especializados, y permisos sanitarios. También te conectamos con bares y restaurantes interesados. Los montos van hasta S/. 40,000. Necesitas cumplir estrictas normas sanitarias. ¿Ya tienes experiencia en cervecería o necesitas capacitación?",positivo,no,medio
115,informacion_general,"Tengo 19 años y quiero emprender","¡Qué bueno ver jóvenes emprendedores! Tenemos el programa 'Joven Emprendedor' con créditos desde S/. 500, tasas preferenciales del 8% anual, y capacitación gratuita en negocios. No necesitas historial crediticio previo, solo un buen proyecto. También te conectamos con otros jóvenes emprendedores. ¿Qué tipo de negocio quieres empezar?",positivo,no,medio
116,informacion_general,"Tengo deudas en varios sitios, ¿me ayudan a juntarlas?","¡Sí! Tenemos créditos de consolidación que juntan todas tus deudas en una sola cuota más baja. Esto te ayuda a organizarte mejor y pagar menos intereses. Evaluamos todas tus deudas actuales y te damos un crédito grande para cancelarlas todas. ¿Podrías traer los estados de cuenta de tus deudas actuales para hacer el cálculo?",positivo,no,medio
117,informacion_general,"Certifico productos como orgánicos","¡Excelente! Los productos orgánicos tienen gran demanda y mejores precios. Tenemos líneas especiales para agricultura orgánica con tasas del 7% anual, financiamos la certificación internacional, y te conectamos con exportadores y mercados especializados. También manejamos cartas de crédito para exportación. ¿Qué productos certificas y para qué mercados?",positivo,no,alto
118,informacion_general,"Estoy en Infocorp, ¿me pueden dar crédito igual?","Entiendo tu preocupación. Evaluamos cada caso individualmente, no solo miramos Infocorp. Si tu deuda es pequeña y tienes ingresos comprobables, podemos otorgar créditos pequeños para que mejores tu historial. También te ayudamos a entender tu reporte crediticio y hacer un plan para salir de centrales de riesgo. ¿Hace cuánto estás reportado?",negativo,si,medio
119,informacion_general,"Procesadora lácteos","¡Excelente! Los lácteos artesanales tienen gran demanda. Financiamos equipos de pasteurización, prensas para queso, cámaras de frío, envases, y permisos sanitarios. También te conectamos con distribuidores y supermercados. Los montos van hasta S/. 45,000. ¿Ya tienes proveedores fijos de leche fresca?",positivo,no,alto
120,escalacion_humana,"Estoy muy molesto, quiero hablar con el gerente ahora mismo","Entiendo perfectamente tu molestia y lamento mucho los inconvenientes que hayas experimentado. Tu satisfacción es muy importante para nosotros. Te voy a conectar inmediatamente con un supervisor que podrá atenderte personalmente y resolver tu situación. Un momento por favor.",negativo,si,bajo
121,escalacion_humana,"Hice una transferencia hace 3 días y no ha llegado","Comprendo tu preocupación por la transferencia. Las transferencias normalmente se procesan en 24 horas hábiles. Te ayudo a revisar el estado de tu operación. Necesito que me proporciones el número de operación o fecha exacta. También puedo conectarte directamente con nuestro departamento de operaciones para hacer el seguimiento inmediato.",negativo,si,bajo
122,escalacion_humana,"El personal de la agencia me trató muy mal","Lamento muchísimo escuchar esto. Un trato inadecuado no representa nuestros valores y no es aceptable bajo ninguna circunstancia. Voy a registrar tu queja inmediatamente y conectarte con el supervisor de calidad de servicio para que investiguen y tomen las medidas correctivas necesarias. Tu experiencia es muy importante para nosotros y queremos solucionarlo.",negativo,si,bajo
123,escalacion_humana,"Necesito dinero urgente, tengo una emergencia familiar","Entiendo que tienes una situación urgente y quiero ayudarte. Para emergencias tenemos créditos express que se aprueban en 2 horas si cumples los requisitos básicos: DNI, recibo de ingresos y no estar en centrales de riesgo. El monto va de S/. 500 a S/. 5,000. También evalúo si puedes usar tu tarjeta de crédito. ¿Qué monto aproximado necesitas?",negativo,si,alto
124,escalacion_humana,"Quiero presentar una queja formal por escrito","Por supuesto, tienes todo el derecho a presentar tu queja formal. Te proporciono el libro de reclamaciones digital y físico. También puedes presentarla en nuestra página web. Todas las quejas son investigadas en máximo 30 días calendarios y recibirás respuesta por escrito. Adicionalmente, puedo conectarte ahora mismo con el área de atención al cliente para una atención inmediata.",negativo,si,bajo
125,escalacion_humana,"Se perdió mi cosecha por la lluvia, ¿me pueden ayudar?","Lamento mucho lo de tu cosecha. Si tienes seguro agrícola con nosotros, podemos activar inmediatamente la cobertura por pérdidas climáticas. Si no tienes seguro, podemos evaluar un crédito de emergencia con condiciones especiales para que puedas volver a sembrar. También trabajamos con programas gubernamentales de apoyo al agricultor. ¿Qué cultivo perdiste?",negativo,si,alto
126,escalacion_humana,"Mi esposo falleció, ¿qué pasa con nuestras cuentas?","Lamento profundamente tu pérdida. En estos momentos difíciles queremos apoyarte. Necesitarás traer el certificado de defunción y tu DNI para revisar las cuentas. Si eran cuentas mancomunadas, puedes seguir usándolas. Si eran individuales, necesitaremos hacer el proceso de sucesión. Te conectaré con nuestro asesor especializado en estos casos para que te guíe paso a paso.",negativo,si,bajo
127,escalacion_humana,"No me llegó mi pensión este mes","Entiendo tu preocupación, la pensión es fundamental para tu sustento. Las pensiones se depositan los primeros días de cada mes. Primero verifico si ya se depositó y hay algún problema con tu tarjeta. Si no se depositó, te conectaré inmediatamente con el área especializada para hacer el reclamo urgente a ONP o AFP. ¿Eres pensionista de qué sistema?",negativo,si,bajo
128,escalacion_humana,"Mi esposo no me deja manejar el dinero","Entiendo que esta es una situación muy difícil y delicada. Tu autonomía financiera es un derecho fundamental. Podemos ayudarte a abrir una cuenta personal solo a tu nombre, brindarte información sobre tus derechos, y conectarte con servicios de apoyo especializados. Todo de manera confidencial y segura. ¿Te sientes segura para conversar sobre esto ahora?",negativo,si,bajo
129,escalacion_humana,"Mi aval no quiere firmar más","Entiendo que esta situación puede ser incómoda. Si tu aval ya no puede continuar, podemos buscar alternativas: cambiar de aval por otra persona, usar una garantía real como terreno o vehículo, o evaluar créditos sin aval si tu historial es bueno. Lo importante es mantener tus pagos al día. ¿Has hablado con tu aval sobre los motivos?",negativo,si,medio
130,escalacion_humana,"Somos varios hermanos y no nos ponemos de acuerdo","Entiendo que las herencias pueden generar conflictos familiares. Para acceder a las cuentas de su familiar fallecido, todos los herederos deben ponerse de acuerdo y firmar documentos conjuntamente, o hacer una declaratoria de herederos en el juzgado. Te recomiendo buscar mediación familiar o asesoría legal. Nosotros cumplimos lo que determine el juzgado.",negativo,si,bajo
131,escalacion_humana,"Me estoy divorciando, ¿qué pasa con las cuentas?","Los procesos de divorcio pueden ser complicados financieramente. Si tienen cuentas mancomunadas, ambos pueden usarlas hasta que el juzgado decida otra cosa. Para créditos conjuntos, ambos siguen siendo responsables hasta que se divida legalmente la deuda. Te recomiendo abrir una cuenta individual nueva. ¿Ya iniciaron el proceso legal de divorcio?",negativo,si,bajo
132,escalacion_humana,"Perdí mi trabajo por la pandemia, ¿me pueden ayudar?","Entiendo la difícil situación que atraviesas. Tenemos programas de apoyo para personas afectadas por la pandemia: créditos con período de gracia de 3 meses, refinanciamiento de deudas existentes, y microcréditos para emprender desde casa. También trabajamos con programas del gobierno como Reactiva. ¿Qué tipo de trabajo hacías antes?",negativo,si,medio
133,escalacion_humana,"Estoy muy estresado por mis deudas","Entiendo perfectamente tu preocupación, las deudas pueden generar mucho estrés. Lo importante es que sepas que hay soluciones y estamos aquí para ayudarte. Podemos reestructurar tus pagos, reducir las cuotas temporalmente, o consolidar todas tus deudas en una sola. No estás solo en esto. ¿Te gustaría que revisemos juntos tus deudas para encontrar la mejor solución?",negativo,si,medio
134,escalacion_humana,"Un huaico dañó mi chacra, ¿me pueden ayudar?","Lamento mucho lo que te pasó con el huaico. Para estos casos tenemos protocolos especiales: si tienes seguro agrícola activamos la cobertura inmediatamente, ofrecemos créditos de emergencia con condiciones preferenciales, y coordinamos con Defensa Civil y municipios. También podemos restructurar créditos existentes. Lo importante es que te recuperes rápido. ¿Perdiste toda la cosecha?",negativo,si,alto
135,consultas_complejas,"¿Cómo calculan si puedo pagar un préstamo y cuáles son todas las opciones disponibles según mi perfil de agricultor de quinua orgánica?","Excelente consulta integral. Para evaluar tu capacidad de pago analizamos: ingresos por ventas de quinua (considerando estacionalidad), gastos operativos del cultivo, otros ingresos familiares, y historial crediticio. Para quinua orgánica tenemos múltiples opciones: créditos agrícolas estacionales (8% anual), líneas verdes para productos orgánicos (7% anual), financiamiento para certificación internacional, y créditos para exportación con cartas de crédito. También evaluamos garantías como la cosecha futura, terrenos, o aval solidario. Te conectaré con nuestro especialista en agro-exportación para un análisis completo de tu perfil y las mejores opciones disponibles.",neutral,si,alto
136,consultas_complejas,"Soy una comunidad de 50 familias que queremos implementar un proyecto integral de turismo rural comunitario con ecoturismo, artesanía y gastronomía, ¿qué opciones de financiamiento tenemos?","¡Proyecto fascinante y muy ambicioso! Para un proyecto comunitario de esta magnitud necesitamos un análisis integral. Tenemos varias líneas de financiamiento: créditos comunitarios hasta S/. 200,000 con garantía solidaria, tasas preferenciales del 6% anual para proyectos sostenibles, financiamiento para infraestructura turística, capacitación especializada en turismo rural, y conexiones con PROMPERÚ y operadores turísticos. También trabajamos con programas gubernamentales como FONCODES y cooperación internacional. El proyecto requiere plan de negocios detallado, organización formal de la comunidad, y estudios de factibilidad. Te conectaré inmediatamente con nuestro equipo especializado en desarrollo comunitario y turismo rural para iniciar la evaluación completa.",positivo,si,alto
137,consultas_complejas,"Tengo varios negocios: una tienda, crianza de cuyes, cultivo de verduras y quiero exportar, además necesito reestructurar mis deudas actuales, ¿cómo pueden ayudarme integralmente?","Perfecto perfil de emprendedor diversificado. Para tu caso necesitamos una estrategia financiera integral que incluya: consolidación de deudas actuales en una sola cuota más baja, línea de crédito rotatoria para capital de trabajo de la tienda, financiamiento específico para crianza tecnificada de cuyes, créditos agrícolas para verduras con seguros, y servicios de comercio exterior para exportación. También te conectamos con programas de formalización empresarial, capacitación en exportación con ADEX, y asesoría contable. Dado la complejidad de tu situación, te derivaré con nuestro gerente de banca empresarial rural quien coordinará con especialistas en cada área para diseñar un paquete financiero completo adaptado a tus múltiples actividades.",positivo,si,alto
138,consultas_complejas,"Somos una asociación de mujeres productoras de lácteos artesanales que queremos certificarnos, mejorar procesamiento, acceder a mercados formales y necesitamos capacitación técnica y empresarial","¡Excelente iniciativa de asociatividad femenina! Su proyecto requiere un enfoque integral que abarca múltiples aspectos. Tenemos el programa especial 'Mujer Rural Emprendedora' con tasas del 6% anual, financiamiento para equipos de procesamiento, certificaciones HACCP y DIGESA, mejoramiento de infraestructura, y capital de trabajo. También incluye capacitación técnica en procesamiento lácteo, gestión empresarial, marketing y contabilidad básica. Los conectamos con supermercados, distribuidores formales, y ferias especializadas. El programa incluye acompañamiento técnico por 2 años y garantías solidarias entre socias. Te conectaré con nuestra especialista en asociatividad femenina y agroindustria rural para iniciar el proceso completo de evaluación y diseño del plan de desarrollo integral.",positivo,si,alto
139,consultas_complejas,"Quiero montar una cadena de valor completa desde producción agrícola hasta venta al consumidor final, incluyendo procesamiento, empaque, distribución y marca propia","¡Visión empresarial muy ambiciosa! Tu proyecto de integración vertical requiere financiamiento estructurado por etapas. Analizaremos: créditos agrícolas para producción primaria, financiamiento industrial para planta de procesamiento, líneas para marca y empaque, capital de trabajo para distribución, y créditos comerciales para puntos de venta. También necesitarás permisos sanitarios, registro de marca, estudios de mercado, y plan de distribución. Trabajamos con programas de PRODUCE, MINAGRI, e INDECOPI para formalización completa. El proyecto requiere garantías reales importantes y plan de negocios detallado con proyecciones a 5 años. Te conectaré inmediatamente con nuestro gerente de banca corporativa rural y el equipo especializado en cadenas de valor para evaluar la viabilidad y estructurar el financiamiento por fases.",positivo,si,alto
140,consultas_complejas,"Soy dirigente comunal y queremos implementar múltiples proyectos: electrificación solar, sistema de agua potable, internet comunitario, centro de acopio y planta procesadora de frutas nativas","¡Proyecto de desarrollo comunal muy completo! Para proyectos de infraestructura múltiple necesitamos coordinación interinstitucional. Financiamos: sistemas de energía renovable hasta S/. 150,000, infraestructura de agua con programas del gobierno, conectividad rural con MTC, centros de acopio con MINAGRI, y plantas procesadoras con PRODUCE. También trabajamos con municipios, cooperación internacional, y programas gubernamentales que pueden cofinanciar hasta el 70%. Requiere organización comunal formal, estudios técnicos, impacto ambiental, y cronograma de ejecución por etapas. El financiamiento se estructura según prioridades comunales y capacidad de pago colectiva. Te conectaré con nuestro equipo de desarrollo territorial y el coordinador de programas gubernamentales para iniciar la estructuración integral del portafolio de proyectos comunales.",positivo,si,alto
